"sideid","mapid","layer","country","cowcode","groupname","marker","year","dhs.round","dhs.subround","sample.size","fit.comb","tps.g.fit","tps.par.knn","tps.par.sphkm","tps.par.knncut","tps.par.unsurv","tps.fit","knn.g.fit","knn.par.knn","knn.par.sphkm","knn.par.weights","knn.par.unsurv","knn.par.knncut","knn.fit"
"side_v1_119_11",119,11,"Kenya",501,"kikuyu.mixed","ethnic.religion",2009,5,1,114,0.190929313149476,0.889607141337128,162,582726,95,1167,0.199459683438372,0.793509666716856,42,92771,8404,596,304,0.195347503290746
"side_v1_119_12",119,12,"Kenya",501,"kikuyu.muslim","ethnic.religion",2009,5,1,114,0.190929313149476,1.00546487327762,162,582726,95,1167,0.199459683438372,0.983568457837654,42,92771,8404,596,304,0.195347503290746
"side_v1_119_13",119,13,"Kenya",501,"kikuyu.protestant/ other christian","ethnic.religion",2009,5,1,114,0.190929313149476,0.462834496650708,162,582726,95,1167,0.199459683438372,0.537152880861714,42,92771,8404,596,304,0.195347503290746
"side_v1_119_14",119,14,"Kenya",501,"kikuyu.roman catholic","ethnic.religion",2009,5,1,114,0.190929313149476,0.587374575156828,162,582726,95,1167,0.199459683438372,0.609548518437987,42,92771,8404,596,304,0.195347503290746
"side_v1_119_15",119,15,"Kenya",501,"kisii.mixed","ethnic.religion",2009,5,1,114,0.190929313149476,1.01756452464056,162,582726,95,1167,0.199459683438372,1.0184789098438,42,92771,8404,596,304,0.195347503290746
"side_v1_119_16",119,16,"Kenya",501,"kisii.muslim","ethnic.religion",2009,5,1,114,0.190929313149476,1.00268685450362,162,582726,95,1167,0.199459683438372,0.989720192448908,42,92771,8404,596,304,0.195347503290746
"side_v1_119_17",119,17,"Kenya",501,"kisii.protestant/ other christian","ethnic.religion",2009,5,1,114,0.190929313149476,0.329085360659082,162,582726,95,1167,0.199459683438372,0.3518331928434,42,92771,8404,596,304,0.195347503290746
"side_v1_119_18",119,18,"Kenya",501,"kisii.roman catholic","ethnic.religion",2009,5,1,114,0.190929313149476,0.779638751493851,162,582726,95,1167,0.199459683438372,0.552537126233075,42,92771,8404,596,304,0.195347503290746
"side_v1_119_19",119,19,"Kenya",501,"luhya.mixed","ethnic.religion",2009,5,1,114,0.190929313149476,1.01426898448043,162,582726,95,1167,0.199459683438372,1.00383229501322,42,92771,8404,596,304,0.195347503290746
"side_v1_119_20",119,20,"Kenya",501,"luhya.muslim","ethnic.religion",2009,5,1,114,0.190929313149476,0.984018268027166,162,582726,95,1167,0.199459683438372,1.00114215773714,42,92771,8404,596,304,0.195347503290746
"side_v1_119_21",119,21,"Kenya",501,"luhya.protestant/ other christian","ethnic.religion",2009,5,1,114,0.190929313149476,0.252098900672319,162,582726,95,1167,0.199459683438372,0.264287449958543,42,92771,8404,596,304,0.195347503290746
"side_v1_119_22",119,22,"Kenya",501,"luhya.roman catholic","ethnic.religion",2009,5,1,114,0.190929313149476,0.467103453080101,162,582726,95,1167,0.199459683438372,0.415558265025362,42,92771,8404,596,304,0.195347503290746
"side_v1_119_23",119,23,"Kenya",501,"luo.mixed","ethnic.religion",2009,5,1,114,0.190929313149476,1.01543911129231,162,582726,95,1167,0.199459683438372,0.968888234040299,42,92771,8404,596,304,0.195347503290746
"side_v1_119_24",119,24,"Kenya",501,"luo.muslim","ethnic.religion",2009,5,1,114,0.190929313149476,1.01237741888727,162,582726,95,1167,0.199459683438372,1.00268065573964,42,92771,8404,596,304,0.195347503290746
"side_v1_119_25",119,25,"Kenya",501,"luo.protestant/ other christian","ethnic.religion",2009,5,1,114,0.190929313149476,0.279118742446966,162,582726,95,1167,0.199459683438372,0.331258051372694,42,92771,8404,596,304,0.195347503290746
"side_v1_119_26",119,26,"Kenya",501,"luo.roman catholic","ethnic.religion",2009,5,1,114,0.190929313149476,0.570722811967346,162,582726,95,1167,0.199459683438372,0.556128194724224,42,92771,8404,596,304,0.195347503290746
"side_v1_119_27",119,27,"Kenya",501,"masai.mixed","ethnic.religion",2009,5,1,114,0.190929313149476,0.631614617592503,162,582726,95,1167,0.199459683438372,0.325023652940006,42,92771,8404,596,304,0.195347503290746
"side_v1_119_28",119,28,"Kenya",501,"masai.protestant/ other christian","ethnic.religion",2009,5,1,114,0.190929313149476,0.144723582665074,162,582726,95,1167,0.199459683438372,0.232215378866206,42,92771,8404,596,304,0.195347503290746
"side_v1_119_29",119,29,"Kenya",501,"meru.mixed","ethnic.religion",2009,5,1,114,0.190929313149476,0.459218567945693,162,582726,95,1167,0.199459683438372,0.63659315882216,42,92771,8404,596,304,0.195347503290746
"side_v1_119_30",119,30,"Kenya",501,"meru.protestant/ other christian","ethnic.religion",2009,5,1,114,0.190929313149476,0.306632522579605,162,582726,95,1167,0.199459683438372,0.341356341477754,42,92771,8404,596,304,0.195347503290746
"side_v1_119_31",119,31,"Kenya",501,"mijikenda/ swahili.mixed","ethnic.religion",2009,5,1,114,0.190929313149476,0.791179821401283,162,582726,95,1167,0.199459683438372,0.662741801323359,42,92771,8404,596,304,0.195347503290746
"side_v1_119_32",119,32,"Kenya",501,"mijikenda/ swahili.muslim","ethnic.religion",2009,5,1,114,0.190929313149476,0.501085035697239,162,582726,95,1167,0.199459683438372,0.433529480856692,42,92771,8404,596,304,0.195347503290746
"side_v1_119_33",119,33,"Kenya",501,"mijikenda/ swahili.protestant/ other christian","ethnic.religion",2009,5,1,114,0.190929313149476,0.582183711891048,162,582726,95,1167,0.199459683438372,0.474444321413457,42,92771,8404,596,304,0.195347503290746
"side_v1_119_34",119,34,"Kenya",501,"mijikenda/ swahili.roman catholic","ethnic.religion",2009,5,1,114,0.190929313149476,0.720815113811342,162,582726,95,1167,0.199459683438372,0.431886303753508,42,92771,8404,596,304,0.195347503290746
"side_v1_119_35",119,35,"Kenya",501,"other.mixed","ethnic.religion",2009,5,1,114,0.190929313149476,1.01219537710777,162,582726,95,1167,0.199459683438372,0.979943146473583,42,92771,8404,596,304,0.195347503290746
"side_v1_119_36",119,36,"Kenya",501,"other.muslim","ethnic.religion",2009,5,1,114,0.190929313149476,0.983377505434951,162,582726,95,1167,0.199459683438372,1.03448529076759,42,92771,8404,596,304,0.195347503290746
"side_v1_119_37",119,37,"Kenya",501,"other.protestant/ other christian","ethnic.religion",2009,5,1,114,0.190929313149476,0.916297106019682,162,582726,95,1167,0.199459683438372,0.871082778287135,42,92771,8404,596,304,0.195347503290746
"side_v1_119_38",119,38,"Kenya",501,"other.roman catholic","ethnic.religion",2009,5,1,114,0.190929313149476,0.527842901134168,162,582726,95,1167,0.199459683438372,0.540772326155068,42,92771,8404,596,304,0.195347503290746
"side_v1_119_39",119,39,"Kenya",501,"somali.mixed","ethnic.religion",2009,5,1,114,0.190929313149476,Inf,162,582726,95,1167,0.199459683438372,Inf,42,92771,8404,596,304,0.195347503290746
"side_v1_119_40",119,40,"Kenya",501,"somali.muslim","ethnic.religion",2009,5,1,114,0.190929313149476,0.0933789313443534,162,582726,95,1167,0.199459683438372,0.0925649383622651,42,92771,8404,596,304,0.195347503290746
"side_v1_119_41",119,41,"Kenya",501,"somali.roman catholic","ethnic.religion",2009,5,1,114,0.190929313149476,Inf,162,582726,95,1167,0.199459683438372,Inf,42,92771,8404,596,304,0.195347503290746
"side_v1_119_42",119,42,"Kenya",501,"taita/ taveta.mixed","ethnic.religion",2009,5,1,114,0.190929313149476,0.659328742152231,162,582726,95,1167,0.199459683438372,0.512698843159054,42,92771,8404,596,304,0.195347503290746
"side_v1_119_43",119,43,"Kenya",501,"taita/ taveta.protestant/ other christian","ethnic.religion",2009,5,1,114,0.190929313149476,0.943442545314895,162,582726,95,1167,0.199459683438372,1.1676132632536,42,92771,8404,596,304,0.195347503290746
"side_v1_193_1",193,1,"Nigeria",475,"ekoi.catholic","ethnic.religion",2008,5,1,228,0.20136595507921,5150.95964538087,141,337010,6,102,1331.93580026645,0.284639362686782,185,147974,7736,140,244,0.200925919163548
"side_v1_193_2",193,2,"Nigeria",475,"ekoi.mixed","ethnic.religion",2008,5,1,228,0.20136595507921,14702.6717658508,141,337010,6,102,1331.93580026645,0.584464188708273,185,147974,7736,140,244,0.200925919163548
"side_v1_193_3",193,3,"Nigeria",475,"fulani.catholic","ethnic.religion",2008,5,1,228,0.20136595507921,Inf,141,337010,6,102,1331.93580026645,Inf,185,147974,7736,140,244,0.200925919163548
"side_v1_193_4",193,4,"Nigeria",475,"fulani.islam","ethnic.religion",2008,5,1,228,0.20136595507921,1512.59803072369,141,337010,6,102,1331.93580026645,1.00775452957447,185,147974,7736,140,244,0.200925919163548
"side_v1_193_5",193,5,"Nigeria",475,"fulani.mixed","ethnic.religion",2008,5,1,228,0.20136595507921,6926692.23763359,141,337010,6,102,1331.93580026645,1.02368841177354,185,147974,7736,140,244,0.200925919163548
"side_v1_193_6",193,6,"Nigeria",475,"fulani.other christian","ethnic.religion",2008,5,1,228,0.20136595507921,1581665.40556958,141,337010,6,102,1331.93580026645,1.00504390528126,185,147974,7736,140,244,0.200925919163548
"side_v1_193_7",193,7,"Nigeria",475,"hausa.catholic","ethnic.religion",2008,5,1,228,0.20136595507921,7656030.5695373,141,337010,6,102,1331.93580026645,0.989672348130373,185,147974,7736,140,244,0.200925919163548
"side_v1_193_8",193,8,"Nigeria",475,"hausa.islam","ethnic.religion",2008,5,1,228,0.20136595507921,352.028912250809,141,337010,6,102,1331.93580026645,0.224228134438084,185,147974,7736,140,244,0.200925919163548
"side_v1_193_9",193,9,"Nigeria",475,"hausa.mixed","ethnic.religion",2008,5,1,228,0.20136595507921,2010105.91806791,141,337010,6,102,1331.93580026645,1.00884925110147,185,147974,7736,140,244,0.200925919163548
"side_v1_193_10",193,10,"Nigeria",475,"hausa.other christian","ethnic.religion",2008,5,1,228,0.20136595507921,1241467.30541139,141,337010,6,102,1331.93580026645,1.07463303140715,185,147974,7736,140,244,0.200925919163548
"side_v1_193_11",193,11,"Nigeria",475,"ibibio.mixed","ethnic.religion",2008,5,1,228,0.20136595507921,178922.189215452,141,337010,6,102,1331.93580026645,0.916871576280531,185,147974,7736,140,244,0.200925919163548
"side_v1_193_12",193,12,"Nigeria",475,"ibibio.other christian","ethnic.religion",2008,5,1,228,0.20136595507921,4605.14130551205,141,337010,6,102,1331.93580026645,0.173742702703749,185,147974,7736,140,244,0.200925919163548
"side_v1_193_13",193,13,"Nigeria",475,"igala.mixed","ethnic.religion",2008,5,1,228,0.20136595507921,2722.5681176958,141,337010,6,102,1331.93580026645,0.392809792800359,185,147974,7736,140,244,0.200925919163548
"side_v1_193_14",193,14,"Nigeria",475,"igbo.catholic","ethnic.religion",2008,5,1,228,0.20136595507921,1412.27302465997,141,337010,6,102,1331.93580026645,0.337185995486974,185,147974,7736,140,244,0.200925919163548
"side_v1_193_15",193,15,"Nigeria",475,"igbo.islam","ethnic.religion",2008,5,1,228,0.20136595507921,7124396.53446417,141,337010,6,102,1331.93580026645,1.00487497291458,185,147974,7736,140,244,0.200925919163548
"side_v1_193_16",193,16,"Nigeria",475,"igbo.mixed","ethnic.religion",2008,5,1,228,0.20136595507921,83668.6490723781,141,337010,6,102,1331.93580026645,0.597133302975543,185,147974,7736,140,244,0.200925919163548
"side_v1_193_17",193,17,"Nigeria",475,"igbo.other christian","ethnic.religion",2008,5,1,228,0.20136595507921,923.734491843321,141,337010,6,102,1331.93580026645,0.251170888966391,185,147974,7736,140,244,0.200925919163548
"side_v1_193_18",193,18,"Nigeria",475,"ijaw/ izon.mixed","ethnic.religion",2008,5,1,228,0.20136595507921,160270.431529391,141,337010,6,102,1331.93580026645,0.843498620512613,185,147974,7736,140,244,0.200925919163548
"side_v1_193_19",193,19,"Nigeria",475,"ijaw/ izon.other christian","ethnic.religion",2008,5,1,228,0.20136595507921,2552.49037441116,141,337010,6,102,1331.93580026645,0.401563160428508,185,147974,7736,140,244,0.200925919163548
"side_v1_193_20",193,20,"Nigeria",475,"kanuri/ beriberi.islam","ethnic.religion",2008,5,1,228,0.20136595507921,2023.92138837997,141,337010,6,102,1331.93580026645,0.162346168232511,185,147974,7736,140,244,0.200925919163548
"side_v1_193_21",193,21,"Nigeria",475,"kanuri/ beriberi.mixed","ethnic.religion",2008,5,1,228,0.20136595507921,1426904.82473701,141,337010,6,102,1331.93580026645,1.25123116449224,185,147974,7736,140,244,0.200925919163548
"side_v1_193_22",193,22,"Nigeria",475,"others.catholic","ethnic.religion",2008,5,1,228,0.20136595507921,5634.76506949203,141,337010,6,102,1331.93580026645,0.944549762248441,185,147974,7736,140,244,0.200925919163548
"side_v1_193_23",193,23,"Nigeria",475,"others.islam","ethnic.religion",2008,5,1,228,0.20136595507921,938.404993148941,141,337010,6,102,1331.93580026645,0.504774069585084,185,147974,7736,140,244,0.200925919163548
"side_v1_193_24",193,24,"Nigeria",475,"others.mixed","ethnic.religion",2008,5,1,228,0.20136595507921,15566.6838619075,141,337010,6,102,1331.93580026645,0.928166726201828,185,147974,7736,140,244,0.200925919163548
"side_v1_193_25",193,25,"Nigeria",475,"others.other christian","ethnic.religion",2008,5,1,228,0.20136595507921,545.897077380765,141,337010,6,102,1331.93580026645,0.392575559529423,185,147974,7736,140,244,0.200925919163548
"side_v1_193_26",193,26,"Nigeria",475,"tiv.catholic","ethnic.religion",2008,5,1,228,0.20136595507921,10916.884851785,141,337010,6,102,1331.93580026645,0.575581291946274,185,147974,7736,140,244,0.200925919163548
"side_v1_193_27",193,27,"Nigeria",475,"tiv.mixed","ethnic.religion",2008,5,1,228,0.20136595507921,13251.8858405671,141,337010,6,102,1331.93580026645,0.617273120401593,185,147974,7736,140,244,0.200925919163548
"side_v1_193_28",193,28,"Nigeria",475,"yoruba.catholic","ethnic.religion",2008,5,1,228,0.20136595507921,96662.7164575099,141,337010,6,102,1331.93580026645,0.878574675258097,185,147974,7736,140,244,0.200925919163548
"side_v1_193_29",193,29,"Nigeria",475,"yoruba.islam","ethnic.religion",2008,5,1,228,0.20136595507921,1122.00605875618,141,337010,6,102,1331.93580026645,0.343009306472558,185,147974,7736,140,244,0.200925919163548
"side_v1_193_30",193,30,"Nigeria",475,"yoruba.mixed","ethnic.religion",2008,5,1,228,0.20136595507921,103428.420381281,141,337010,6,102,1331.93580026645,1.00153974548499,185,147974,7736,140,244,0.200925919163548
"side_v1_193_31",193,31,"Nigeria",475,"yoruba.other christian","ethnic.religion",2008,5,1,228,0.20136595507921,798.678822861655,141,337010,6,102,1331.93580026645,0.341313649327334,185,147974,7736,140,244,0.200925919163548
"side_v1_196_1",196,1,"Nigeria",475,"angas.christianity","ethnic.religion",2010,6,1,114,0.363119004944014,0.939731851590723,120,700908,9,1360,0.390761545892757,1.07689391640762,73,599276,5481,368,195,0.372186760149203
"side_v1_196_2",196,2,"Nigeria",475,"angas.mixed","ethnic.religion",2010,6,1,114,0.363119004944014,Inf,120,700908,9,1360,0.390761545892757,Inf,73,599276,5481,368,195,0.372186760149203
"side_v1_196_3",196,3,"Nigeria",475,"annang.christianity","ethnic.religion",2010,6,1,114,0.363119004944014,0.251271827962218,120,700908,9,1360,0.390761545892757,0.788679088557883,73,599276,5481,368,195,0.372186760149203
"side_v1_196_4",196,4,"Nigeria",475,"berom.christianity","ethnic.religion",2010,6,1,114,0.363119004944014,1.10038967104335,120,700908,9,1360,0.390761545892757,1.22511846586959,73,599276,5481,368,195,0.372186760149203
"side_v1_196_5",196,5,"Nigeria",475,"bini/edo.christianity","ethnic.religion",2010,6,1,114,0.363119004944014,0.729782667988864,120,700908,9,1360,0.390761545892757,0.718485811027111,73,599276,5481,368,195,0.372186760149203
"side_v1_196_6",196,6,"Nigeria",475,"bini/edo.mixed","ethnic.religion",2010,6,1,114,0.363119004944014,1.44425319474523,120,700908,9,1360,0.390761545892757,1.02997895758752,73,599276,5481,368,195,0.372186760149203
"side_v1_196_7",196,7,"Nigeria",475,"chamba.islam","ethnic.religion",2010,6,1,114,0.363119004944014,1.00914266328927,120,700908,9,1360,0.390761545892757,1.00991979461855,73,599276,5481,368,195,0.372186760149203
"side_v1_196_8",196,8,"Nigeria",475,"ebira/igbira.islam","ethnic.religion",2010,6,1,114,0.363119004944014,0.990361826779564,120,700908,9,1360,0.390761545892757,0.629940014401767,73,599276,5481,368,195,0.372186760149203
"side_v1_196_9",196,9,"Nigeria",475,"ebira/igbira.mixed","ethnic.religion",2010,6,1,114,0.363119004944014,1.01054970765645,120,700908,9,1360,0.390761545892757,0.901903311223009,73,599276,5481,368,195,0.372186760149203
"side_v1_196_10",196,10,"Nigeria",475,"efik.christianity","ethnic.religion",2010,6,1,114,0.363119004944014,0.348746309709496,120,700908,9,1360,0.390761545892757,0.226098586797079,73,599276,5481,368,195,0.372186760149203
"side_v1_196_11",196,11,"Nigeria",475,"eggon.christianity","ethnic.religion",2010,6,1,114,0.363119004944014,0.748352076207223,120,700908,9,1360,0.390761545892757,0.876859393241894,73,599276,5481,368,195,0.372186760149203
"side_v1_196_12",196,12,"Nigeria",475,"eggon.mixed","ethnic.religion",2010,6,1,114,0.363119004944014,0.483303426745648,120,700908,9,1360,0.390761545892757,0.313212514769509,73,599276,5481,368,195,0.372186760149203
"side_v1_196_13",196,13,"Nigeria",475,"ekoi.christianity","ethnic.religion",2010,6,1,114,0.363119004944014,0.710744923498817,120,700908,9,1360,0.390761545892757,0.961000875232696,73,599276,5481,368,195,0.372186760149203
"side_v1_196_14",196,14,"Nigeria",475,"ekoi.mixed","ethnic.religion",2010,6,1,114,0.363119004944014,Inf,120,700908,9,1360,0.390761545892757,Inf,73,599276,5481,368,195,0.372186760149203
"side_v1_196_15",196,15,"Nigeria",475,"ekpeye/afisa/epie.christianity","ethnic.religion",2010,6,1,114,0.363119004944014,1.00751293870623,120,700908,9,1360,0.390761545892757,1.00717710375583,73,599276,5481,368,195,0.372186760149203
"side_v1_196_16",196,16,"Nigeria",475,"filiya/fali.christianity","ethnic.religion",2010,6,1,114,0.363119004944014,Inf,120,700908,9,1360,0.390761545892757,Inf,73,599276,5481,368,195,0.372186760149203
"side_v1_196_17",196,17,"Nigeria",475,"filiya/fali.mixed","ethnic.religion",2010,6,1,114,0.363119004944014,Inf,120,700908,9,1360,0.390761545892757,Inf,73,599276,5481,368,195,0.372186760149203
"side_v1_196_18",196,18,"Nigeria",475,"fulani.islam","ethnic.religion",2010,6,1,114,0.363119004944014,0.980424629708941,120,700908,9,1360,0.390761545892757,0.683838829404278,73,599276,5481,368,195,0.372186760149203
"side_v1_196_19",196,19,"Nigeria",475,"gbaju/gbagi.christianity","ethnic.religion",2010,6,1,114,0.363119004944014,2.31122037133804,120,700908,9,1360,0.390761545892757,0.136262883586502,73,599276,5481,368,195,0.372186760149203
"side_v1_196_20",196,20,"Nigeria",475,"gbaju/gbagi.mixed","ethnic.religion",2010,6,1,114,0.363119004944014,12.7984291447929,120,700908,9,1360,0.390761545892757,81.982421337873,73,599276,5481,368,195,0.372186760149203
"side_v1_196_21",196,21,"Nigeria",475,"gwari.islam","ethnic.religion",2010,6,1,114,0.363119004944014,14.3035535911135,120,700908,9,1360,0.390761545892757,66.7241304173321,73,599276,5481,368,195,0.372186760149203
"side_v1_196_22",196,22,"Nigeria",475,"gwari.mixed","ethnic.religion",2010,6,1,114,0.363119004944014,1.00924721127608,120,700908,9,1360,0.390761545892757,1.01236183863148,73,599276,5481,368,195,0.372186760149203
"side_v1_196_23",196,23,"Nigeria",475,"hausa.christianity","ethnic.religion",2010,6,1,114,0.363119004944014,1.09395867380051,120,700908,9,1360,0.390761545892757,0.966431510165691,73,599276,5481,368,195,0.372186760149203
"side_v1_196_24",196,24,"Nigeria",475,"hausa.islam","ethnic.religion",2010,6,1,114,0.363119004944014,0.313520253206014,120,700908,9,1360,0.390761545892757,0.304427732296006,73,599276,5481,368,195,0.372186760149203
"side_v1_196_25",196,25,"Nigeria",475,"hausa.mixed","ethnic.religion",2010,6,1,114,0.363119004944014,5.03230835006683,120,700908,9,1360,0.390761545892757,1.02642657432495,73,599276,5481,368,195,0.372186760149203
"side_v1_196_26",196,26,"Nigeria",475,"ibibio.christianity","ethnic.religion",2010,6,1,114,0.363119004944014,0.811195943420906,120,700908,9,1360,0.390761545892757,0.708885051479688,73,599276,5481,368,195,0.372186760149203
"side_v1_196_27",196,27,"Nigeria",475,"idoma.christianity","ethnic.religion",2010,6,1,114,0.363119004944014,0.945923383971696,120,700908,9,1360,0.390761545892757,0.992634622838268,73,599276,5481,368,195,0.372186760149203
"side_v1_196_28",196,28,"Nigeria",475,"igala.christianity","ethnic.religion",2010,6,1,114,0.363119004944014,1.30763802284394,120,700908,9,1360,0.390761545892757,1.18437995853898,73,599276,5481,368,195,0.372186760149203
"side_v1_196_29",196,29,"Nigeria",475,"igala.mixed","ethnic.religion",2010,6,1,114,0.363119004944014,1.00188957516424,120,700908,9,1360,0.390761545892757,0.98515558595766,73,599276,5481,368,195,0.372186760149203
"side_v1_196_30",196,30,"Nigeria",475,"igbo/ibo.christianity","ethnic.religion",2010,6,1,114,0.363119004944014,0.38224236853872,120,700908,9,1360,0.390761545892757,0.33461736501714,73,599276,5481,368,195,0.372186760149203
"side_v1_196_31",196,31,"Nigeria",475,"igbo/ibo.islam","ethnic.religion",2010,6,1,114,0.363119004944014,1.01789471078251,120,700908,9,1360,0.390761545892757,1.01602533744488,73,599276,5481,368,195,0.372186760149203
"side_v1_196_32",196,32,"Nigeria",475,"igbo/ibo.mixed","ethnic.religion",2010,6,1,114,0.363119004944014,2.67434394948566,120,700908,9,1360,0.390761545892757,1.0043018337336,73,599276,5481,368,195,0.372186760149203
"side_v1_196_33",196,33,"Nigeria",475,"igede.christianity","ethnic.religion",2010,6,1,114,0.363119004944014,Inf,120,700908,9,1360,0.390761545892757,Inf,73,599276,5481,368,195,0.372186760149203
"side_v1_196_34",196,34,"Nigeria",475,"igede.mixed","ethnic.religion",2010,6,1,114,0.363119004944014,1.00904659519636,120,700908,9,1360,0.390761545892757,1.00985691382711,73,599276,5481,368,195,0.372186760149203
"side_v1_196_35",196,35,"Nigeria",475,"ijaw/izon.christianity","ethnic.religion",2010,6,1,114,0.363119004944014,0.43671609527833,120,700908,9,1360,0.390761545892757,0.556795968114925,73,599276,5481,368,195,0.372186760149203
"side_v1_196_36",196,36,"Nigeria",475,"ijaw/izon.mixed","ethnic.religion",2010,6,1,114,0.363119004944014,1.01007984445223,120,700908,9,1360,0.390761545892757,1.00927201226101,73,599276,5481,368,195,0.372186760149203
"side_v1_196_37",196,37,"Nigeria",475,"ikwere.christianity","ethnic.religion",2010,6,1,114,0.363119004944014,62.1339587188849,120,700908,9,1360,0.390761545892757,3.75368727233697,73,599276,5481,368,195,0.372186760149203
"side_v1_196_38",196,38,"Nigeria",475,"ishan.christianity","ethnic.religion",2010,6,1,114,0.363119004944014,1.01929234829783,120,700908,9,1360,0.390761545892757,0.956580018194285,73,599276,5481,368,195,0.372186760149203
"side_v1_196_39",196,39,"Nigeria",475,"ishan.mixed","ethnic.religion",2010,6,1,114,0.363119004944014,1.00894856610168,120,700908,9,1360,0.390761545892757,1.00946311277385,73,599276,5481,368,195,0.372186760149203
"side_v1_196_40",196,40,"Nigeria",475,"jukun.christianity","ethnic.religion",2010,6,1,114,0.363119004944014,1.29517998386557,120,700908,9,1360,0.390761545892757,1.12720527307249,73,599276,5481,368,195,0.372186760149203
"side_v1_196_41",196,41,"Nigeria",475,"jukun.mixed","ethnic.religion",2010,6,1,114,0.363119004944014,4.04113599248026,120,700908,9,1360,0.390761545892757,5.39400328990741,73,599276,5481,368,195,0.372186760149203
"side_v1_196_42",196,42,"Nigeria",475,"kambari.islam","ethnic.religion",2010,6,1,114,0.363119004944014,417.82187781289,120,700908,9,1360,0.390761545892757,1568.16425318636,73,599276,5481,368,195,0.372186760149203
"side_v1_196_43",196,43,"Nigeria",475,"kanuri/beriberi.islam","ethnic.religion",2010,6,1,114,0.363119004944014,0.851932684062884,120,700908,9,1360,0.390761545892757,0.692376130783549,73,599276,5481,368,195,0.372186760149203
"side_v1_196_44",196,44,"Nigeria",475,"karekare.islam","ethnic.religion",2010,6,1,114,0.363119004944014,1.00633402584999,120,700908,9,1360,0.390761545892757,1.00275051986905,73,599276,5481,368,195,0.372186760149203
"side_v1_196_45",196,45,"Nigeria",475,"kibaku.christianity","ethnic.religion",2010,6,1,114,0.363119004944014,0.609955872147981,120,700908,9,1360,0.390761545892757,0.33257296169162,73,599276,5481,368,195,0.372186760149203
"side_v1_196_46",196,46,"Nigeria",475,"kibaku.mixed","ethnic.religion",2010,6,1,114,0.363119004944014,1.00903456928819,120,700908,9,1360,0.390761545892757,1.01070278839819,73,599276,5481,368,195,0.372186760149203
"side_v1_196_47",196,47,"Nigeria",475,"koro.christianity","ethnic.religion",2010,6,1,114,0.363119004944014,0.81004104764409,120,700908,9,1360,0.390761545892757,1.76154590757561,73,599276,5481,368,195,0.372186760149203
"side_v1_196_48",196,48,"Nigeria",475,"koro.mixed","ethnic.religion",2010,6,1,114,0.363119004944014,1.00221518147027,120,700908,9,1360,0.390761545892757,1.00804871618885,73,599276,5481,368,195,0.372186760149203
"side_v1_196_49",196,49,"Nigeria",475,"marghi/mangi.christianity","ethnic.religion",2010,6,1,114,0.363119004944014,Inf,120,700908,9,1360,0.390761545892757,Inf,73,599276,5481,368,195,0.372186760149203
"side_v1_196_50",196,50,"Nigeria",475,"marghi/mangi.mixed","ethnic.religion",2010,6,1,114,0.363119004944014,0.285028755233024,120,700908,9,1360,0.390761545892757,0.283552121353312,73,599276,5481,368,195,0.372186760149203
"side_v1_196_51",196,51,"Nigeria",475,"nupe.islam","ethnic.religion",2010,6,1,114,0.363119004944014,0.984988738447713,120,700908,9,1360,0.390761545892757,0.996894264662839,73,599276,5481,368,195,0.372186760149203
"side_v1_196_52",196,52,"Nigeria",475,"nupe.mixed","ethnic.religion",2010,6,1,114,0.363119004944014,Inf,120,700908,9,1360,0.390761545892757,Inf,73,599276,5481,368,195,0.372186760149203
"side_v1_196_53",196,53,"Nigeria",475,"others.christianity","ethnic.religion",2010,6,1,114,0.363119004944014,0.891887088452685,120,700908,9,1360,0.390761545892757,0.986286696047201,73,599276,5481,368,195,0.372186760149203
"side_v1_196_54",196,54,"Nigeria",475,"others.islam","ethnic.religion",2010,6,1,114,0.363119004944014,1.36026476426676,120,700908,9,1360,0.390761545892757,1.05077822574225,73,599276,5481,368,195,0.372186760149203
"side_v1_196_55",196,55,"Nigeria",475,"others.mixed","ethnic.religion",2010,6,1,114,0.363119004944014,1.0150531917702,120,700908,9,1360,0.390761545892757,1.01330811869797,73,599276,5481,368,195,0.372186760149203
"side_v1_196_56",196,56,"Nigeria",475,"tiv.christianity","ethnic.religion",2010,6,1,114,0.363119004944014,0.572677511491087,120,700908,9,1360,0.390761545892757,0.541835733491273,73,599276,5481,368,195,0.372186760149203
"side_v1_196_57",196,57,"Nigeria",475,"tiv.mixed","ethnic.religion",2010,6,1,114,0.363119004944014,1.01573070152038,120,700908,9,1360,0.390761545892757,1.0108841819388,73,599276,5481,368,195,0.372186760149203
"side_v1_196_58",196,58,"Nigeria",475,"ukwuani.christianity","ethnic.religion",2010,6,1,114,0.363119004944014,0.735592986180051,120,700908,9,1360,0.390761545892757,0.964967149925631,73,599276,5481,368,195,0.372186760149203
"side_v1_196_59",196,59,"Nigeria",475,"ukwuani.mixed","ethnic.religion",2010,6,1,114,0.363119004944014,1.00888613941774,120,700908,9,1360,0.390761545892757,1.00935119680821,73,599276,5481,368,195,0.372186760149203
"side_v1_196_60",196,60,"Nigeria",475,"urhobo.christianity","ethnic.religion",2010,6,1,114,0.363119004944014,1.22031463503427,120,700908,9,1360,0.390761545892757,1.03800087997689,73,599276,5481,368,195,0.372186760149203
